season 2015 (Projected) NYJ - - 99 168 58.9 1145 7 6 33 155 4.7 1 83.3 -
season 2014 NYJ 14  -  219 367 59.7 2525 13 13 59 238 4.0 1 156.8 11.2
    week 1 OAK W 19-14 23 28 82.1 221 1 1 10 38 3.8 0 14.6
    week 2 at GB L 24-31 16 32 50.0 176 1 1 7 26 3.7 1 17.6
    week 3 CHI L 19-27 26 43 60.5 316 1 2 3 20 6.7 0 14.6
    week 4 DET L 17-24 17 33 51.5 209 1 1 4 4 1.0 0 10.8
    week 5 at SD L 0-31 4 12 33.3 27 0 1 1 3 3.0 0 -0.6
    week 6 DEN L 17-31 23 43 53.5 190 2 1 2 11 5.5 0 14.7
    week 7 at NE L 25-27 20 34 58.8 226 1 0 7 37 5.3 0 16.7
    week 8 BUF L 23-43 2 8 25.0 5 0 3 1 0 0.0 0 -5.8
    week 12 at BUF L 3-38 10 12 83.3 89 0 0 2 4 2.0 0 4.0
    week 13 MIA L 13-16 7 13 53.8 65 0 1 4 19 4.8 0 2.5
    week 14 at MIN L 24-30 18 29 62.1 254 1 1 6 33 5.5 0 15.5
    week 15 at TEN W 16-11 16 28 57.1 179 1 0 4 16 4.0 0 12.8
    week 16 NE L 16-17 17 27 63.0 210 1 1 3 9 3.0 0 11.3
    week 17 at MIA W 37-24 20 25 80.0 358 3 0 5 18 3.6 0 28.1
season 2013 NYJ 16  -  247 443 55.8 3046 12 21 72 366 5.1 6 200.4 12.5
    week 1 TB W 18-17 24 38 63.2 256 1 1 6 47 7.8 0 16.9
    week 2 at NE L 10-13 15 35 42.9 214 0 3 3 17 5.7 0 4.3
    week 3 BUF W 27-20 16 29 55.2 331 2 2 4 14 3.5 1 24.6
    week 4 at TEN L 13-38 23 34 67.6 289 1 2 3 7 2.3 0 12.3
    week 5 at ATL W 30-28 16 20 80.0 199 3 0 3 21 7.0 0 22.1
    week 6 PIT L 6-19 19 34 55.9 201 0 2 3 8 2.7 0 4.8
    week 7 NE W 30-27 17 33 51.5 233 1 1 6 32 5.3 1 20.5
    week 8 at CIN L 9-49 20 30 66.7 159 0 2 2 8 4.0 0 3.2
    week 9 NO W 26-20 8 19 42.1 115 0 0 6 18 3.0 1 12.4
    week 11 at BUF L 14-37 8 23 34.8 103 0 3 1 0 0.0 0 -1.9
    week 12 at BAL L 3-19 9 22 40.9 127 0 2 3 6 2.0 0 1.7
    week 13 MIA L 3-23 4 10 40.0 29 0 1 1 2 2.0 0 -0.6
    week 14 OAK W 37-27 16 25 64.0 219 1 1 5 50 10.0 1 21.8
    week 15 at CAR L 20-30 15 28 53.6 167 1 1 6 44 7.3 0 13.1
    week 16 CLE W 24-13 20 36 55.6 214 2 0 10 48 4.8 1 27.4
    week 17 at MIA W 20-7 17 27 63.0 190 0 0 10 44 4.4 1 18.0
