season 2014 CIN 4  -  11 19 57.9 74 0 0 1 1 1.0 0 3.1 0.8
    week 3 TEN W 33-7 1 2 50.0 -3 0 0 0 0 - 0 -0.1
    week 5 at NE L 17-43 3 5 60.0 45 0 0 0 0 - 0 1.8
    week 10 CLE L 3-24 3 6 50.0 7 0 0 0 0 - 0 0.3
    week 14 PIT L 21-42 4 6 66.7 25 0 0 1 1 1.0 0 1.1
season 2013 CLE 9  -  180 317 56.8 2015 11 8 13 107 8.2 0 119.3 13.3
    week 2 at BAL L 6-14 1 4 25.0 6 0 0 0 0 - 0 0.2
    week 8 at KC L 17-23 22 36 61.1 293 2 0 3 17 5.7 0 21.4
    week 9 BAL W 24-18 23 35 65.7 262 3 0 3 20 6.7 0 24.5
    week 11 at CIN L 20-41 27 56 48.2 248 1 3 0 0 - 0 7.9
    week 12 PIT L 11-27 14 22 63.6 124 0 0 1 -1 -1.0 0 4.9
    week 14 at NE L 26-27 29 44 65.9 391 3 0 2 27 13.5 0 30.3
    week 15 CHI L 31-38 23 39 59.0 273 1 2 1 17 17.0 0 12.6
    week 16 at NYJ L 13-24 18 40 45.0 178 0 2 2 21 10.5 0 5.2
    week 17 at PIT L 7-20 23 41 56.1 240 1 1 1 6 6.0 0 12.2
season 2012 CHI 5  -  32 51 62.7 265 2 2 7 28 4.0 0 17.4 3.5
    week 7 DET W 13-7 1 1 100.0 0 0 0 1 5 5.0 0 0.5
    week 9 at TEN W 51-20 0 0 - 0 0 0 3 -3 -1.0 0 -0.3
    week 10 HOU L 6-13 11 19 57.9 94 0 0 1 5 5.0 0 4.3
    week 11 at SF L 7-32 14 22 63.6 107 1 2 1 13 13.0 0 5.6
    week 14 at MIN L 14-21 6 9 66.7 64 1 0 1 8 8.0 0 7.4
season 2011 OAK 6 6 100 165 60.6 1170 6 4 18 60 3.3 2 80.8 13.5
season 2010 OAK 13 12 194 329 59.0 2387 13 8 47 222 4.7 1 159.7 12.3
season 2009 WAS 16 16 327 507 64.5 3618 20 15 47 236 5.0 1 224.3 14.0
season 2008 WAS 16 16 315 506 62.3 3245 13 6 47 258 5.5 1 201.6 12.6
season 2007 WAS 13 13 250 417 60.0 2700 12 11 37 186 5.0 1 158.6 12.2
season 2006 WAS 8 7 110 207 53.1 1297 10 6 23 112 4.9 0 91.1 11.4
season 2005 WAS 1 0 0 0 - 0 0 0 0 0 - 0 0.0 0.0
