season 2012 PIT 2  -  25 53 47.2 272 0 1 1 31 31.0 1 18.0 9.0
    week 10 KC W 16-13 7 14 50.0 73 0 0 0 0 - 0 2.9
    week 11 BAL L 10-13 18 39 46.2 201 0 1 1 31 31.0 1 15.1
season 2010 PIT 2 0 5 7 71.4 42 0 0 0 0 - 0 1.7 0.8
season 2009 TB 3 3 58 107 54.2 594 4 3 6 6 1.0 0 34.4 11.5
season 2008 PIT 6 0 21 36 58.3 303 2 0 4 7 1.8 1 26.8 4.5
season 2007 ATL 4 2 32 59 54.2 279 1 3 6 7 1.2 0 9.9 2.5
season 2006 JAC 6 6 109 184 59.2 1158 7 5 25 41 1.6 2 80.4 13.4
season 2005 JAC 11 11 175 302 57.9 2123 15 5 31 67 2.2 2 153.6 14.0
season 2004 JAC 14 14 267 441 60.5 2941 15 10 39 148 3.8 2 184.4 13.2
season 2003 JAC 15 13 239 418 57.2 2819 14 16 25 108 4.3 2 159.6 10.6
