season 2015 (Projected) ATL - - 2 3 66.7 22 0 0 1 2 2.0 0 1.1 -
season 2014 ATL 1  -  3 4 75.0 64 0 1 0 0 - 0 0.6 0.6
    week 3 TB W 56-14 3 4 75.0 64 0 1 0 0 - 0 0.6
season 2013 HOU 2  -  15 22 68.2 113 0 2 1 0 0.0 0 0.5 0.3
    week 5 at SF L 3-34 3 5 60.0 15 0 0 1 0 0.0 0 0.6
    week 6 STL L 13-38 12 17 70.6 98 0 2 0 0 - 0 -0.1
season 2012 HOU 3  -  4 10 40.0 38 0 1 2 -1 -0.5 1 5.4 1.8
    week 6 GB L 24-42 2 5 40.0 23 0 1 0 0 - 0 -1.1
    week 14 at NE L 14-42 2 4 50.0 15 0 0 1 1 1.0 1 6.7
    week 16 MIN L 6-23 0 1 0.0 0 0 0 1 -2 -2.0 0 -0.2
season 2011 HOU 6 5 82 134 61.2 949 3 3 14 57 4.1 0 49.7 8.3
